Date,Price,Recommendation,Confidence,MarketContext,TradeGrade,Entry,StopLoss,Target1,Target2,Result,ExitPrice,PnL,RiskReward,HoldingDays
2016-08-19,8666.9,SELL ON RISE,70.59,UNKNOWN,A,9020.82,9084.09,8555.15,8511.82,TARGET1,8555.15,465.67,7.36,5
2016-08-22,8629.15,SELL ON RISE,68.57,UNKNOWN,A,9020.82,9084.09,8555.15,8513.73,TARGET1,8555.15,465.67,7.36,4
2016-08-23,8632.6,NO TRADE,69.44,UNKNOWN,D,8632.6,8632.6,8632.6,8632.6,PENDING,,0.0,0.0,0
2016-08-24,8650.3,NO TRADE,70.27,UNKNOWN,D,8650.3,8650.3,8650.3,8650.3,PENDING,,0.0,0.0,0
2016-08-25,8592.2,NO TRADE,71.05,UNKNOWN,D,8592.2,8592.2,8592.2,8592.2,PENDING,,0.0,0.0,0
2016-08-26,8572.55,SELL ON RISE,71.79,UNKNOWN,A,9020.82,9084.09,8055.8,8001.79,NO EXIT,8809.65,211.17,3.34,5
2016-08-29,8607.45,NO TRADE,72.5,UNKNOWN,D,8607.45,8607.45,8607.45,8607.45,PENDING,,0.0,0.0,0
2016-08-30,8744.35,NO TRADE,73.17,UNKNOWN,D,8744.35,8744.35,8744.35,8744.35,PENDING,,0.0,0.0,0
2016-08-31,8786.2,NO TRADE,73.81,UNKNOWN,D,8786.2,8786.2,8786.2,8786.2,PENDING,,0.0,0.0,0
2016-09-01,8774.65,NO TRADE,74.42,UNKNOWN,D,8774.65,8774.65,8774.65,8774.65,PENDING,,0.0,0.0,0
2016-09-02,8809.65,NO TRADE,72.73,UNKNOWN,D,8809.65,8809.65,8809.65,8809.65,PENDING,,0.0,0.0,0
2016-09-06,8943.0,NO TRADE,71.11,UNKNOWN,D,8943.0,8943.0,8943.0,8943.0,PENDING,,0.0,0.0,0
2016-09-07,8917.95,NO TRADE,69.57,UNKNOWN,D,8917.95,8917.95,8917.95,8917.95,PENDING,,0.0,0.0,0
2016-09-08,8952.5,NO TRADE,68.09,UNKNOWN,D,8952.5,8952.5,8952.5,8952.5,PENDING,,0.0,0.0,0
2016-09-09,8866.7,NO TRADE,66.67,UNKNOWN,D,8866.7,8866.7,8866.7,8866.7,PENDING,,0.0,0.0,0
2016-09-12,8715.6,NO TRADE,67.35,UNKNOWN,D,8715.6,8715.6,8715.6,8715.6,PENDING,,0.0,0.0,0
2016-09-14,8726.6,NO TRADE,68.0,UNKNOWN,D,8726.6,8726.6,8726.6,8726.6,PENDING,,0.0,0.0,0
2016-09-15,8742.55,NO TRADE,68.63,UNKNOWN,D,8742.55,8742.55,8742.55,8742.55,PENDING,,0.0,0.0,0
2016-09-16,8779.85,NO TRADE,69.23,UNKNOWN,D,8779.85,8779.85,8779.85,8779.85,PENDING,,0.0,0.0,0
2016-09-19,8808.4,NO TRADE,67.92,UNKNOWN,D,8808.4,8808.4,8808.4,8808.4,PENDING,,0.0,0.0,0
2016-09-20,8775.9,NO TRADE,66.67,UNKNOWN,D,8775.9,8775.9,8775.9,8775.9,PENDING,,0.0,0.0,0
2016-09-21,8777.15,NO TRADE,65.45,UNKNOWN,D,8777.15,8777.15,8777.15,8777.15,PENDING,,0.0,0.0,0
2016-09-22,8867.45,NO TRADE,64.29,UNKNOWN,D,8867.45,8867.45,8867.45,8867.45,PENDING,,0.0,0.0,0
2016-09-23,8831.55,SELL ON RISE,63.16,UNKNOWN,A,9020.82,9084.09,8555.15,8523.36,NO EXIT,8611.15,409.67,6.47,5
2016-09-26,8723.05,SELL ON RISE,63.79,UNKNOWN,A,9020.82,9084.09,8555.15,8523.75,NO EXIT,8738.1,282.72,4.47,5
2016-09-27,8706.4,SELL ON RISE,64.41,UNKNOWN,A,9020.82,9084.09,8555.15,8522.94,NO EXIT,8769.15,251.67,3.98,5
2016-09-28,8745.15,SELL ON RISE,63.33,UNKNOWN,A,9020.82,9084.09,8555.15,8523.67,NO EXIT,8743.95,276.87,4.38,5
2016-09-29,8591.25,SELL ON RISE,63.93,UNKNOWN,A,9020.82,9084.09,8055.8,8023.15,NO EXIT,8709.55,311.27,4.92,5
2016-09-30,8611.15,SELL ON RISE,64.52,UNKNOWN,A,9020.82,9084.09,8555.15,8521.57,NO EXIT,8697.6,323.22,5.11,5
2016-10-03,8738.1,NO TRADE,63.49,UNKNOWN,D,8738.1,8738.1,8738.1,8738.1,PENDING,,0.0,0.0,0
2016-10-04,8769.15,SELL ON RISE,62.5,UNKNOWN,A,9020.82,9084.09,8555.15,8525.33,TARGET1,8555.15,465.67,7.36,5
2016-10-05,8743.95,SELL ON RISE,61.54,UNKNOWN,A,9020.82,9084.09,8555.15,8528.92,TARGET1,8555.15,465.67,7.36,4
2016-10-06,8709.55,SELL ON RISE,60.61,UNKNOWN,A,9020.82,9084.09,8555.15,8532.51,TARGET1,8555.15,465.67,7.36,3
2016-10-07,8697.6,SELL ON RISE,59.7,UNKNOWN,A,9020.82,9084.09,8555.15,8532.54,TARGET1,8555.15,465.67,7.36,2
2016-10-10,8708.8,SELL ON RISE,58.82,UNKNOWN,A,9020.82,9084.09,8555.15,8534.25,TARGET1,8555.15,465.67,7.36,1
2016-10-13,8573.35,SELL ON RISE,59.42,UNKNOWN,A,9020.82,9084.09,8055.8,8033.51,NO EXIT,8699.4,321.42,5.08,5
2016-10-14,8583.4,SELL ON RISE,60.0,UNKNOWN,A,9020.82,9084.09,8055.8,8031.77,NO EXIT,8693.05,327.77,5.18,5
2016-10-17,8520.4,SELL ON RISE,60.56,UNKNOWN,A,9020.82,9084.09,8055.8,8030.24,NO EXIT,8708.95,311.87,4.93,5
2016-10-18,8677.9,SELL ON RISE,61.11,UNKNOWN,A,9020.82,9084.09,8555.15,8529.12,NO EXIT,8691.3,329.52,5.21,5
2016-10-19,8659.1,SELL ON RISE,60.27,UNKNOWN,A,9020.82,9084.09,8555.15,8530.04,NO EXIT,8615.25,405.57,6.41,5
2016-10-20,8699.4,SELL ON RISE,59.46,UNKNOWN,A,9020.82,9084.09,8555.15,8531.66,TARGET1,8555.15,465.67,7.36,5
2016-10-21,8693.05,SELL ON RISE,58.67,UNKNOWN,A,9020.82,9084.09,8555.15,8532.55,TARGET1,8555.15,465.67,7.36,4
2016-10-24,8708.95,SELL ON RISE,57.89,UNKNOWN,A,9020.82,9084.09,8555.15,8533.38,TARGET1,8555.15,465.67,7.36,3
2016-10-25,8691.3,SELL ON RISE,57.14,UNKNOWN,A,9020.82,9084.09,8555.15,8536.03,TARGET1,8555.15,465.67,7.36,2
2016-10-26,8615.25,SELL ON RISE,56.41,UNKNOWN,A,9020.82,9084.09,8555.15,8538.78,TARGET1,8555.15,465.67,7.36,1
2016-10-27,8615.25,SELL ON RISE,55.7,UNKNOWN,A,9020.82,9084.09,8555.15,8540.5,TARGET2,8540.5,480.32,7.59,3
2016-10-28,8638.0,SELL ON RISE,55.0,UNKNOWN,A,9020.82,9084.09,8555.15,8543.06,TARGET2,8543.06,477.76,7.55,2
2016-11-01,8626.25,SELL ON RISE,54.32,UNKNOWN,A,9020.82,9084.09,8555.15,8543.94,TARGET2,8543.94,476.88,7.54,1
2016-11-02,8514.0,SELL ON RISE,53.66,UNKNOWN,A,9020.82,9084.09,8055.8,8045.58,TARGET2,8045.58,975.24,15.41,5
2016-11-03,8484.95,SELL ON RISE,54.22,UNKNOWN,A,9020.82,9084.09,8055.8,8045.62,TARGET2,8045.62,975.2,15.41,4
2016-11-04,8433.75,SELL ON RISE,53.57,UNKNOWN,A,9020.82,9084.09,8055.8,8047.37,TARGET2,8047.37,973.45,15.39,3
2016-11-07,8497.05,SELL ON RISE,52.94,UNKNOWN,A,9020.82,9084.09,8055.8,8052.4,TARGET2,8052.4,968.42,15.31,2
2016-11-08,8543.55,SELL ON RISE,52.33,UNKNOWN,A,9020.82,9084.09,8055.8,8054.95,TARGET2,8054.95,965.87,15.27,1
2016-11-09,8432.0,SELL ON RISE,51.72,UNKNOWN,A,9020.82,9084.09,8055.8,8050.74,NO EXIT,8079.95,940.87,14.87,5
2016-11-10,8525.75,SELL ON RISE,51.14,UNKNOWN,A,9020.82,9084.09,8055.8,8045.57,TARGET1,8055.8,965.02,15.25,5
2016-11-11,8296.3,SELL ON RISE,50.56,UNKNOWN,A,9020.82,9084.09,8055.8,8041.7,TARGET1,8055.8,965.02,15.25,4
2016-11-15,8108.45,SELL ON RISE,50.0,UNKNOWN,A,9020.82,9084.09,8055.8,8041.2,TARGET1,8055.8,965.02,15.25,3
2016-11-16,8111.6,SELL ON RISE,49.45,UNKNOWN,A,9020.82,9084.09,8055.8,8040.39,TARGET1,8055.8,965.02,15.25,2
2016-11-17,8079.95,SELL ON RISE,48.91,UNKNOWN,A,9020.82,9084.09,7511.1,7494.13,NO EXIT,7965.5,1055.32,16.68,5
2016-11-18,8074.1,SELL ON RISE,49.46,UNKNOWN,A,9020.82,9084.09,7511.1,7494.95,NO EXIT,8114.3,906.52,14.33,5
2016-11-21,7929.1,SELL ON RISE,50.0,UNKNOWN,A,9020.82,9084.09,7511.1,7497.62,NO EXIT,8126.9,893.92,14.13,5
2016-11-22,8002.3,SELL ON RISE,50.53,UNKNOWN,A,9020.82,9084.09,7511.1,7499.1,NO EXIT,8142.15,878.67,13.89,5
2016-11-23,8033.3,SELL ON RISE,51.04,UNKNOWN,A,9020.82,9084.09,7511.1,7501.46,NO EXIT,8224.5,796.32,12.59,5
2016-11-24,7965.5,SELL ON RISE,51.55,UNKNOWN,A,9020.82,9084.09,7511.1,7503.93,NO EXIT,8192.9,827.92,13.09,5
2016-11-25,8114.3,SELL ON RISE,51.02,UNKNOWN,A,9020.82,9084.09,8055.8,8048.5,NO EXIT,8086.8,934.02,14.76,5
2016-11-28,8126.9,SELL ON RISE,51.52,UNKNOWN,A,9020.82,9084.09,8055.8,8048.49,NO EXIT,8128.75,892.07,14.1,5
2016-11-29,8142.15,SELL ON RISE,52.0,UNKNOWN,A,9020.82,9084.09,8055.8,8048.47,NO EXIT,8143.15,877.67,13.87,5
2016-11-30,8224.5,SELL ON RISE,51.49,UNKNOWN,A,9020.82,9084.09,8055.8,8046.75,NO EXIT,8102.05,918.77,14.52,5
2016-12-01,8192.9,SELL ON RISE,51.96,UNKNOWN,A,9020.82,9084.09,8055.8,8047.61,NO EXIT,8246.85,773.97,12.23,5
2016-12-02,8086.8,SELL ON RISE,52.43,UNKNOWN,A,9020.82,9084.09,7511.1,7504.63,NO EXIT,8261.75,759.07,12.0,5
2016-12-05,8128.75,SELL ON RISE,52.88,UNKNOWN,A,9020.82,9084.09,8055.8,8050.11,NO EXIT,8170.8,850.02,13.43,5
2016-12-06,8143.15,SELL ON RISE,53.33,UNKNOWN,A,9020.82,9084.09,8055.8,8050.91,NO EXIT,8221.8,799.02,12.63,5
2016-12-07,8102.05,SELL ON RISE,53.77,UNKNOWN,A,9020.82,9084.09,7511.1,7507.05,NO EXIT,8182.45,838.37,13.25,5
2016-12-08,8246.85,SELL ON RISE,53.27,UNKNOWN,A,9020.82,9084.09,8055.8,8050.85,NO EXIT,8153.6,867.22,13.71,5
2016-12-09,8261.75,SELL ON RISE,52.78,UNKNOWN,A,9020.82,9084.09,8055.8,8050.02,NO EXIT,8139.45,881.37,13.93,5
2016-12-12,8170.8,SELL ON RISE,52.29,UNKNOWN,A,9020.82,9084.09,8055.8,8049.26,NO EXIT,8104.35,916.47,14.49,5
2016-12-13,8221.8,SELL ON RISE,51.82,UNKNOWN,A,9020.82,9084.09,8055.8,8047.58,NO EXIT,8082.4,938.42,14.83,5
2016-12-14,8182.45,SELL ON RISE,51.35,UNKNOWN,A,9020.82,9084.09,8055.8,8046.8,TARGET1,8055.8,965.02,15.25,5
2016-12-15,8153.6,SELL ON RISE,50.89,UNKNOWN,A,9020.82,9084.09,8055.8,8045.2,TARGET1,8055.8,965.02,15.25,4
2016-12-16,8139.45,SELL ON RISE,50.44,UNKNOWN,A,9020.82,9084.09,8055.8,8044.4,TARGET1,8055.8,965.02,15.25,3
2016-12-19,8104.35,SELL ON RISE,50.0,UNKNOWN,A,9020.82,9084.09,7511.1,7498.13,NO EXIT,7908.25,1112.57,17.58,5
2016-12-20,8082.4,SELL ON RISE,49.57,UNKNOWN,A,9020.82,9084.09,7511.1,7497.36,NO EXIT,8032.85,987.97,15.62,5
2016-12-21,8061.3,SELL ON RISE,49.14,UNKNOWN,A,9020.82,9084.09,7511.1,7497.4,NO EXIT,8034.85,985.97,15.58,5
2016-12-22,7979.1,SELL ON RISE,49.57,UNKNOWN,A,9020.82,9084.09,7511.1,7499.13,NO EXIT,8103.6,917.22,14.5,5
2016-12-23,7985.75,SELL ON RISE,50.0,UNKNOWN,A,9020.82,9084.09,7511.1,7500.72,NO EXIT,8185.8,835.02,13.2,5
2016-12-26,7908.25,SELL ON RISE,50.42,UNKNOWN,A,9020.82,9084.09,7511.1,7503.19,NO EXIT,8179.5,841.32,13.3,5
2016-12-27,8032.85,SELL ON RISE,50.83,UNKNOWN,A,9020.82,9084.09,7511.1,7504.67,NO EXIT,8192.25,828.57,13.1,5
2016-12-28,8034.85,SELL ON RISE,51.24,UNKNOWN,A,9020.82,9084.09,7511.1,7505.48,NO EXIT,8190.5,830.32,13.12,5
2016-12-29,8103.6,SELL ON RISE,51.64,UNKNOWN,A,9020.82,9084.09,7511.1,7507.05,NO EXIT,8273.8,747.02,11.81,5
2016-12-30,8185.8,SELL ON RISE,52.03,UNKNOWN,A,9020.82,9084.09,8055.8,8052.53,NO EXIT,8243.8,777.02,12.28,5
2017-01-02,8179.5,SELL ON RISE,52.42,UNKNOWN,A,9020.82,9084.09,8055.8,8052.53,NO EXIT,8236.05,784.77,12.4,5
2017-01-03,8192.25,SELL ON RISE,52.8,UNKNOWN,A,9020.82,9084.09,8055.8,8053.34,NO EXIT,8288.6,732.22,11.57,5
2017-01-04,8190.5,SELL ON RISE,53.17,UNKNOWN,A,9020.82,9084.09,8055.8,8054.98,NO EXIT,8380.65,640.17,10.12,5
2017-01-05,8273.8,SELL ON RISE,53.54,UNKNOWN,A,9020.82,9084.09,8055.8,8054.97,NO EXIT,8407.2,613.62,9.7,5
2017-01-06,8243.8,SELL ON RISE,53.91,UNKNOWN,A,9020.82,9084.09,8055.8,8054.15,NO EXIT,8400.35,620.47,9.81,5
2017-01-09,8236.05,SELL ON RISE,54.26,UNKNOWN,A,9020.82,9084.09,8055.8,8052.51,NO EXIT,8412.8,608.02,9.61,5
2017-01-10,8288.6,SELL ON RISE,54.62,UNKNOWN,A,9020.82,9084.09,8055.8,8051.66,NO EXIT,8398.0,622.82,9.84,5
2017-01-11,8380.65,SELL ON RISE,54.96,UNKNOWN,A,9020.82,9084.09,8055.8,8051.61,NO EXIT,8417.0,603.82,9.54,5
2017-01-12,8407.2,SELL ON RISE,55.3,UNKNOWN,A,9020.82,9084.09,8055.8,8051.6,NO EXIT,8435.1,585.72,9.26,5
2017-01-13,8400.35,SELL ON RISE,54.89,UNKNOWN,A,9020.82,9084.09,8055.8,8051.6,NO EXIT,8349.35,671.47,10.61,5
2017-01-16,8412.8,SELL ON RISE,54.48,UNKNOWN,A,9020.82,9084.09,8055.8,8052.43,NO EXIT,8391.5,629.32,9.95,5
2017-01-17,8398.0,SELL ON RISE,54.81,UNKNOWN,A,9020.82,9084.09,8055.8,8051.6,NO EXIT,8475.8,545.02,8.61,5
2017-01-18,8417.0,SELL ON RISE,55.15,UNKNOWN,A,9020.82,9084.09,8055.8,8049.91,NO EXIT,8602.75,418.07,6.61,5
2017-01-19,8435.1,SELL ON RISE,55.47,UNKNOWN,A,9020.82,9084.09,8055.8,8049.05,NO EXIT,8641.25,379.57,6.0,5
2017-01-20,8349.35,SELL ON RISE,55.8,UNKNOWN,A,9020.82,9084.09,8055.8,8046.62,NO EXIT,8632.75,388.07,6.13,5
2017-01-23,8391.5,SELL ON RISE,56.12,UNKNOWN,A,9020.82,9084.09,8055.8,8045.73,NO EXIT,8561.3,459.52,7.26,5
2017-01-24,8475.8,SELL ON RISE,56.43,UNKNOWN,A,9020.82,9084.09,8055.8,8043.93,NO EXIT,8716.4,304.42,4.81,5
2017-01-25,8602.75,SELL ON RISE,56.74,UNKNOWN,A,9020.82,9084.09,8055.8,8042.9,NO EXIT,8734.25,286.57,4.53,5
2017-01-27,8641.25,SELL ON RISE,57.04,UNKNOWN,A,9020.82,9084.09,8555.15,8541.32,TARGET1,8555.15,465.67,7.36,2
2017-01-30,8632.75,SELL ON RISE,57.34,UNKNOWN,A,9020.82,9084.09,8555.15,8540.47,TARGET1,8555.15,465.67,7.36,1
2017-01-31,8561.3,SELL ON RISE,57.64,UNKNOWN,A,9020.82,9084.09,8055.8,8039.53,NO EXIT,8768.3,252.52,3.99,5
2017-02-01,8716.4,SELL ON RISE,57.93,UNKNOWN,A,9020.82,9084.09,8555.15,8538.59,NO EXIT,8769.05,251.77,3.98,5
2017-02-02,8734.25,SELL ON RISE,58.22,UNKNOWN,A,9020.82,9084.09,8555.15,8538.55,NO EXIT,8778.4,242.42,3.83,5
2017-02-03,8740.95,SELL ON RISE,58.5,UNKNOWN,A,9020.82,9084.09,8555.15,8538.54,NO EXIT,8793.55,227.27,3.59,5
2017-02-06,8801.05,SELL ON RISE,58.78,UNKNOWN,A,9020.82,9084.09,8555.15,8538.43,NO EXIT,8805.05,215.77,3.41,5
2017-02-07,8768.3,SELL ON RISE,59.06,UNKNOWN,A,9020.82,9084.09,8555.15,8538.49,NO EXIT,8792.3,228.52,3.61,5
2017-02-08,8769.05,SELL ON RISE,58.67,UNKNOWN,A,9020.82,9084.09,8555.15,8538.49,NO EXIT,8724.7,296.12,4.68,5
2017-02-09,8778.4,SELL ON RISE,58.28,UNKNOWN,A,9020.82,9084.09,8555.15,8538.47,NO EXIT,8778.0,242.82,3.84,5
2017-02-10,8793.55,SELL ON RISE,58.55,UNKNOWN,A,9020.82,9084.09,8555.15,8538.44,NO EXIT,8821.7,199.12,3.15,5
2017-02-13,8805.05,SELL ON RISE,58.82,UNKNOWN,A,9020.82,9084.09,8555.15,8538.42,NO EXIT,8879.2,141.62,2.24,5
2017-02-14,8792.3,SELL ON RISE,59.09,UNKNOWN,A,9020.82,9084.09,8555.15,8537.57,NO EXIT,8907.85,112.97,1.79,5
2017-02-15,8724.7,SELL ON RISE,59.35,UNKNOWN,A,9020.82,9084.09,8555.15,8536.83,NO EXIT,8926.9,93.92,1.48,5
2017-02-16,8778.0,SELL ON RISE,59.62,UNKNOWN,A,9020.82,9084.09,8555.15,8535.84,NO EXIT,8939.5,81.32,1.29,5
2017-02-17,8821.7,SELL ON RISE,59.87,UNKNOWN,A,9020.82,9084.09,8555.15,8534.86,NO EXIT,8896.7,124.12,1.96,5
2017-02-20,8879.2,SELL ON RISE,60.13,UNKNOWN,A,9020.82,9084.09,8821.9,8801.48,NO EXIT,8879.6,141.22,2.23,5
2017-02-21,8907.85,SELL ON RISE,60.38,UNKNOWN,A,9020.82,9084.09,8821.9,8801.41,NO EXIT,8945.8,75.02,1.19,5
2017-02-22,8926.9,SELL ON RISE,60.0,UNKNOWN,A,9020.82,9084.09,8821.9,8802.26,NO EXIT,8899.75,121.07,1.91,5
2017-02-23,8939.5,SELL ON RISE,59.63,UNKNOWN,A,9020.82,9084.09,8821.9,8802.23,NO EXIT,8897.55,123.27,1.95,5
2017-02-27,8896.7,SELL ON RISE,59.88,UNKNOWN,A,9020.82,9084.09,8821.9,8802.33,NO EXIT,8963.45,57.37,0.91,5
2017-02-28,8879.6,SELL ON RISE,60.12,UNKNOWN,A,9020.82,9084.09,8821.9,8801.48,NO EXIT,8946.9,73.92,1.17,5
2017-03-01,8945.8,SELL ON RISE,59.76,UNKNOWN,A,9020.82,9084.09,8821.9,8802.22,NO EXIT,8924.3,96.52,1.53,5
2017-03-02,8899.75,SELL ON RISE,60.0,UNKNOWN,A,9020.82,9084.09,8821.9,8802.32,NO EXIT,8927.0,93.82,1.48,5
2017-03-03,8897.55,SELL ON RISE,60.24,UNKNOWN,A,9020.82,9084.09,8821.9,8801.44,NO EXIT,8934.55,86.27,1.36,5
2017-03-06,8963.45,SELL ON RISE,60.48,UNKNOWN,B,9020.82,9084.09,8909.4,8888.78,TARGET1,8909.4,111.42,1.76,2
2017-03-07,8946.9,SELL ON RISE,60.71,UNKNOWN,A,9020.82,9084.09,8821.9,8800.43,LOSS,9084.09,-63.27,1.0,4
2017-03-08,8924.3,SELL ON RISE,60.95,UNKNOWN,A,9020.82,9084.09,8821.9,8799.59,LOSS,9084.09,-63.27,1.0,3
2017-03-09,8927.0,SELL ON RISE,61.18,UNKNOWN,A,9020.82,9084.09,8821.9,8797.8,LOSS,9084.09,-63.27,1.0,2
2017-03-10,8934.55,SELL ON RISE,61.4,UNKNOWN,A,9020.82,9084.09,8821.9,8796.88,LOSS,9084.09,-63.27,1.0,1
2017-03-14,9087.0,SELL ON RISE,61.63,UNKNOWN,A,9160.19,9224.44,8909.4,8883.96,NO EXIT,9121.5,38.69,0.6,5
2017-03-15,9084.8,SELL ON RISE,61.27,UNKNOWN,A,9160.19,9224.44,8909.4,8884.87,NO EXIT,9030.45,129.74,2.02,5
2017-03-16,9153.7,SELL ON RISE,60.92,UNKNOWN,A,9372.07,9437.8,9043.95,9019.24,TARGET1,9043.95,328.12,4.99,4
2017-03-17,9160.05,SELL ON RISE,60.57,UNKNOWN,A,9372.07,9437.8,9043.95,9020.13,TARGET2,9020.13,351.94,5.35,3
2017-03-20,9126.85,SELL ON RISE,60.23,UNKNOWN,B,9160.19,9224.44,9043.95,9020.22,TARGET2,9020.22,139.97,2.18,2
2017-03-21,9121.5,SELL ON RISE,59.89,UNKNOWN,B,9160.19,9224.44,9043.95,9021.15,TARGET2,9021.15,139.04,2.16,1
2017-03-22,9030.45,SELL ON RISE,60.11,UNKNOWN,A,9113.44,9177.36,8909.4,8885.92,NO EXIT,9143.8,-30.36,0.47,5
2017-03-23,9086.3,SELL ON RISE,60.34,UNKNOWN,A,9160.19,9224.44,8909.4,8885.78,NO EXIT,9173.75,-13.56,0.21,5
2017-03-24,9108.0,SELL ON RISE,60.56,UNKNOWN,B,9160.19,9224.44,9043.95,9019.36,TARGET1,9043.95,116.24,1.81,1
2017-03-27,9045.2,SELL ON RISE,60.77,UNKNOWN,A,9113.44,9177.36,8909.4,8884.07,LOSS,9177.36,-63.92,1.0,3
2017-03-28,9100.8,SELL ON RISE,60.99,UNKNOWN,B,9160.19,9224.44,9043.95,9017.56,LOSS,9224.44,-64.25,1.0,4
2017-03-29,9143.8,SELL ON RISE,61.2,UNKNOWN,A,9372.07,9437.8,9043.95,9017.43,NO EXIT,9261.95,110.12,1.68,5
2017-03-30,9173.75,SELL ON RISE,61.41,UNKNOWN,A,9372.07,9437.8,9116.5,9089.9,NO EXIT,9198.3,173.77,2.64,5
2017-03-31,9173.75,SELL ON RISE,61.62,UNKNOWN,A,9372.07,9437.8,9116.5,9089.9,NO EXIT,9181.45,190.62,2.9,5
